user_id,date_served,marketing_channel,variant,language_displayed,language_preferred,age_group,date_subscribed,date_canceled
a100003005,1/20/2018,Youtube,control,English,English,24-30 years,,
a100003006,1/4/2018,Facebook,control,English,English,30-36 years,,
a100003007,1/20/2018,Youtube,control,English,English,30-36 years,,
a100003008,1/4/2018,Instagram,control,English,English,36-45 years,,
a100003009,1/20/2018,Youtube,control,English,English,36-45 years,,
a100003010,1/4/2018,Instagram,control,English,English,45-55 years,,
a100003011,1/20/2018,Youtube,control,English,English,45-55 years,,
a100003012,1/4/2018,Facebook,control,English,English,0-18 years,,
a100003013,1/21/2018,Youtube,control,English,English,0-18 years,,
a100003014,1/4/2018,Youtube,control,English,English,19-24 years,,
a100003015,1/21/2018,Youtube,control,English,English,19-24 years,,
a100003016,1/4/2018,Youtube,control,English,English,24-30 years,,
a100003017,1/21/2018,Youtube,control,English,English,24-30 years,,
a100003018,1/5/2018,Youtube,control,English,English,30-36 years,,
a100003019,1/22/2018,Youtube,control,English,English,30-36 years,,
a100003020,1/5/2018,LinkedIn,control,English,English,36-45 years,,
a100003021,1/23/2018,Youtube,control,English,English,36-45 years,,
a100003022,1/5/2018,Facebook,control,English,English,45-55 years,,
a100003023,1/24/2018,Youtube,control,English,English,45-55 years,,
a100003024,1/5/2018,Instagram,control,English,English,0-18 years,,
a100003025,1/25/2018,Youtube,control,English,English,0-18 years,,
a100003026,1/5/2018,Instagram,control,English,English,19-24 years,,
a100003027,1/26/2018,Youtube,control,English,English,19-24 years,,
a100003028,1/5/2018,Facebook,control,English,English,24-30 years,,
a100003029,1/27/2018,Youtube,control,English,English,24-30 years,,
a100003030,1/5/2018,Youtube,control,English,English,30-36 years,,
a100003031,1/28/2018,Youtube,control,English,English,30-36 years,,
a100003032,1/6/2018,Youtube,control,English,English,36-45 years,,
a100003033,1/29/2018,Youtube,control,English,English,36-45 years,,
a100003034,1/6/2018,Youtube,control,English,English,45-55 years,,
a100003035,1/30/2018,Youtube,control,English,English,45-55 years,,
a100003036,1/6/2018,LinkedIn,control,English,English,0-18 years,,
a100003037,1/31/2018,Youtube,control,English,English,0-18 years,,
a100003038,1/6/2018,Facebook,control,English,English,19-24 years,,
a100003039,1/1/2018,Youtube,control,English,English,19-24 years,,
a100003040,1/6/2018,Instagram,control,English,English,24-30 years,,
a100003041,1/2/2018,Youtube,control,English,English,24-30 years,,
a100003042,1/6/2018,Instagram,control,English,English,30-36 years,,
a100003043,1/3/2018,Youtube,control,English,English,30-36 years,,
a100003044,1/6/2018,Facebook,control,English,English,36-45 years,,
a100003045,1/4/2018,Youtube,control,English,English,36-45 years,,
a100003046,1/7/2018,Youtube,control,English,English,45-55 years,,
a100003047,1/5/2018,Youtube,control,English,English,45-55 years,,
a100003048,1/7/2018,Youtube,control,English,English,0-18 years,,
a100003049,1/6/2018,Youtube,control,English,English,0-18 years,,
a100003050,1/7/2018,Youtube,control,English,English,19-24 years,,
a100003051,1/7/2018,Youtube,control,English,English,19-24 years,,
a100003052,1/7/2018,LinkedIn,control,English,English,24-30 years,,
a100003053,1/8/2018,Youtube,control,English,English,24-30 years,,
a100003054,1/7/2018,Facebook,control,English,English,30-36 years,,
a100003055,1/9/2018,Youtube,control,English,English,30-36 years,,
a100003056,1/7/2018,Instagram,control,English,English,36-45 years,,
a100003057,1/10/2018,Youtube,control,English,English,36-45 years,,
a100003058,1/8/2018,Instagram,control,English,English,45-55 years,,
a100003059,1/11/2018,Youtube,control,English,English,45-55 years,,
a100003060,1/8/2018,Facebook,control,English,English,0-18 years,,
a100003061,1/12/2018,Youtube,control,English,English,0-18 years,,
a100003062,1/8/2018,Youtube,control,English,English,19-24 years,,
a100003063,1/13/2018,Youtube,control,English,English,19-24 years,,
a100003064,1/8/2018,Youtube,control,English,English,24-30 years,,
a100003065,1/14/2018,Youtube,control,English,English,24-30 years,,
a100003066,1/8/2018,Youtube,control,English,English,30-36 years,,
a100003067,1/15/2018,Youtube,control,English,English,30-36 years,,
a100003068,1/8/2018,LinkedIn,control,English,English,36-45 years,,
a100003069,1/16/2018,Youtube,control,English,English,36-45 years,,
a100003070,1/8/2018,Facebook,control,English,English,45-55 years,,
a100003071,1/17/2018,Youtube,control,English,English,45-55 years,,
a100003072,1/9/2018,Instagram,control,English,English,0-18 years,,
a100003073,1/18/2018,Youtube,control,English,English,0-18 years,,
a100003074,1/9/2018,Instagram,control,English,English,19-24 years,,
a100003075,1/19/2018,Youtube,control,English,English,19-24 years,,
a100003076,1/9/2018,Facebook,control,English,English,24-30 years,,
a100003077,1/20/2018,Youtube,control,English,English,24-30 years,,
a100003078,1/9/2018,Youtube,control,English,English,30-36 years,,
a100003079,1/21/2018,Youtube,control,English,English,30-36 years,,
a100003080,1/9/2018,Youtube,control,English,English,36-45 years,,
a100003081,1/22/2018,Youtube,control,English,English,36-45 years,,
a100003082,1/9/2018,Youtube,control,English,English,45-55 years,,
a100003083,1/23/2018,Youtube,control,English,English,45-55 years,,
a100003084,1/9/2018,LinkedIn,control,English,English,0-18 years,,
a100003085,1/24/2018,Youtube,control,English,English,0-18 years,,
a100003086,1/10/2018,Facebook,control,English,English,19-24 years,,
a100003087,1/25/2018,Youtube,control,English,English,19-24 years,,
a100003088,1/10/2018,Instagram,control,English,English,24-30 years,,
a100003089,1/26/2018,Youtube,control,English,English,24-30 years,,
a100003090,1/10/2018,Instagram,control,English,English,30-36 years,,
a100003091,1/27/2018,Youtube,control,English,English,30-36 years,,
a100003092,1/10/2018,Facebook,control,English,English,36-45 years,,
a100003093,1/28/2018,Youtube,control,English,English,36-45 years,,
a100003094,1/10/2018,Youtube,control,English,English,45-55 years,,
a100003095,1/29/2018,Youtube,control,English,English,45-55 years,,
a100003096,1/10/2018,Youtube,control,Spanish,Spanish,0-18 years,,
a100003097,1/30/2018,Youtube,control,English,Spanish,0-18 years,,
a100003098,1/10/2018,Youtube,control,English,English,19-24 years,,
a100003099,1/31/2018,Youtube,control,English,English,19-24 years,,
a100003100,1/11/2018,LinkedIn,control,English,English,24-30 years,,
a100003101,1/1/2018,Youtube,control,English,English,24-30 years,,
a100003102,1/11/2018,Facebook,control,English,English,30-36 years,,
a100003103,1/2/2018,Youtube,control,English,English,30-36 years,,
a100003104,1/11/2018,Instagram,control,English,English,36-45 years,,
a100003105,1/3/2018,Youtube,control,English,English,36-45 years,,
a100003106,1/11/2018,Instagram,control,English,English,45-55 years,,
a100003107,1/4/2018,Youtube,control,English,English,45-55 years,,
a100003108,1/11/2018,Facebook,control,English,English,0-18 years,,
a100003109,1/5/2018,Youtube,control,English,English,0-18 years,,
a100003110,1/11/2018,Youtube,control,English,English,19-24 years,,
a100003111,1/6/2018,Youtube,control,English,English,19-24 years,,
a100003112,1/11/2018,Youtube,control,English,English,24-30 years,,
a100003113,1/7/2018,Youtube,control,English,English,24-30 years,,
a100003114,1/12/2018,Youtube,control,English,English,30-36 years,,
a100003115,1/8/2018,Youtube,control,English,English,30-36 years,,
a100003116,1/12/2018,LinkedIn,control,English,English,36-45 years,,
a100003117,1/9/2018,Youtube,control,English,English,36-45 years,,
a100003118,1/12/2018,Facebook,control,English,English,45-55 years,,
a100003119,1/10/2018,Youtube,control,English,English,45-55 years,,
a100003120,1/12/2018,Instagram,control,English,English,0-18 years,,
a100003121,1/11/2018,Youtube,control,English,English,0-18 years,,
a100003122,1/12/2018,Instagram,control,English,English,19-24 years,,
a100003123,1/12/2018,Youtube,control,English,English,19-24 years,,
a100003124,1/12/2018,Facebook,control,English,English,24-30 years,,
a100003125,1/13/2018,Youtube,control,English,English,24-30 years,,
a100003126,1/12/2018,Youtube,control,English,English,30-36 years,,
a100003127,1/14/2018,Youtube,control,English,English,30-36 years,,
a100003128,1/13/2018,Youtube,control,English,English,36-45 years,,
a100003129,1/15/2018,Youtube,control,English,English,36-45 years,,
a100003130,1/13/2018,Youtube,control,English,Spanish,45-55 years,,
a100003131,1/16/2018,Youtube,control,English,Spanish,45-55 years,,
a100003132,1/13/2018,LinkedIn,control,English,English,0-18 years,,
a100003133,1/17/2018,Youtube,control,English,English,0-18 years,,
a100003134,1/13/2018,Facebook,control,English,English,19-24 years,,
a100003135,1/18/2018,Youtube,control,English,English,19-24 years,,
a100003136,1/13/2018,Instagram,control,English,English,24-30 years,,
a100003137,1/19/2018,Youtube,control,English,English,24-30 years,,
a100003138,1/13/2018,Instagram,control,English,English,30-36 years,,
a100003139,1/20/2018,Youtube,control,English,English,30-36 years,,
a100003140,1/13/2018,Facebook,control,English,English,36-45 years,,
a100003141,1/21/2018,Youtube,control,English,English,36-45 years,,
a100003142,1/14/2018,Youtube,control,English,English,45-55 years,,
a100003143,1/22/2018,Youtube,control,English,English,45-55 years,,
a100003144,1/14/2018,Youtube,control,English,English,0-18 years,,
a100003145,1/23/2018,Youtube,control,English,English,0-18 years,,
a100003146,1/14/2018,Youtube,control,English,English,19-24 years,,
a100003147,1/24/2018,Youtube,control,English,English,19-24 years,,
a100003148,1/14/2018,LinkedIn,control,English,English,24-30 years,,
a100003149,1/25/2018,Youtube,control,English,English,24-30 years,,
a100003150,1/14/2018,Facebook,control,English,English,30-36 years,,
a100003151,1/26/2018,Youtube,control,English,English,30-36 years,,
a100003152,1/14/2018,Instagram,control,English,English,36-45 years,,
a100003153,1/27/2018,Youtube,control,English,English,36-45 years,,
a100003154,1/14/2018,Instagram,control,English,English,45-55 years,,
a100003155,1/28/2018,Youtube,control,English,English,45-55 years,,
a100003156,1/15/2018,Facebook,control,English,English,0-18 years,,
a100003157,1/29/2018,Youtube,control,English,English,0-18 years,,
a100003158,1/15/2018,Youtube,control,English,English,19-24 years,,
a100003159,1/30/2018,Youtube,control,English,English,19-24 years,,
a100003160,1/15/2018,Youtube,control,English,English,24-30 years,,
a100003161,1/31/2018,Youtube,control,English,English,24-30 years,,
a100003162,1/15/2018,Youtube,control,English,English,30-36 years,,
a100003163,1/1/2018,Youtube,control,English,English,30-36 years,,
a100003164,1/15/2018,LinkedIn,control,English,English,36-45 years,,
a100003165,1/2/2018,Youtube,control,English,English,36-45 years,,
a100003166,1/15/2018,Facebook,control,English,English,45-55 years,,
a100003167,1/3/2018,Youtube,control,English,English,45-55 years,,
a100003168,1/15/2018,Instagram,control,English,English,0-18 years,,
a100003169,1/4/2018,Youtube,control,English,English,0-18 years,,
a100003170,1/16/2018,Instagram,control,English,English,19-24 years,,
a100003171,1/5/2018,Youtube,control,English,English,19-24 years,,
a100003172,1/16/2018,Facebook,control,English,English,24-30 years,,
a100003173,1/6/2018,Youtube,control,English,English,24-30 years,,
a100003174,1/16/2018,Youtube,control,English,Spanish,30-36 years,,
a100003175,1/7/2018,Youtube,control,Spanish,Spanish,30-36 years,,
a100003176,1/16/2018,Youtube,control,English,English,36-45 years,,
a100003177,1/8/2018,Youtube,control,English,English,36-45 years,,
a100003178,1/16/2018,Youtube,control,English,English,45-55 years,,
a100003179,1/9/2018,Youtube,control,English,English,45-55 years,,
a100003180,1/16/2018,LinkedIn,control,English,English,0-18 years,,
a100003181,1/10/2018,Youtube,control,English,English,0-18 years,,
a100003182,1/16/2018,Facebook,control,English,English,19-24 years,,
a100003183,1/11/2018,Youtube,control,English,English,19-24 years,,
a100003184,1/17/2018,Instagram,control,English,English,24-30 years,,
a100003185,1/12/2018,Youtube,control,English,English,24-30 years,,
a100003186,1/17/2018,Instagram,control,English,English,30-36 years,,
a100003187,1/13/2018,Youtube,control,English,English,30-36 years,,
a100003188,1/17/2018,Facebook,control,English,English,36-45 years,,
a100003189,1/14/2018,Youtube,control,English,English,36-45 years,,
a100003190,1/17/2018,Youtube,control,English,English,45-55 years,,
a100003191,1/15/2018,Youtube,control,English,English,45-55 years,,
a100003192,1/17/2018,Youtube,control,English,Spanish,0-18 years,,
a100003193,1/16/2018,Youtube,control,English,Spanish,0-18 years,,
a100003194,1/17/2018,Youtube,control,English,English,19-24 years,,
a100003195,1/17/2018,Youtube,control,English,English,19-24 years,,
a100003196,1/17/2018,LinkedIn,control,English,English,24-30 years,,
a100003197,1/18/2018,Youtube,control,English,English,24-30 years,,
a100003198,1/18/2018,Facebook,control,English,English,30-36 years,,
a100003199,1/19/2018,Youtube,control,English,English,30-36 years,,
a100003200,1/18/2018,Instagram,control,English,English,36-45 years,,
a100003201,1/20/2018,Youtube,control,English,English,36-45 years,,
a100003202,1/18/2018,Instagram,control,English,English,45-55 years,,
a100003203,1/21/2018,Youtube,control,English,English,45-55 years,,
a100003204,1/18/2018,Facebook,control,English,English,0-18 years,,
a100003205,1/22/2018,Youtube,control,English,English,0-18 years,,
a100003206,1/18/2018,Youtube,control,English,English,19-24 years,,
a100003207,1/23/2018,Youtube,control,English,English,19-24 years,,
a100003208,1/18/2018,Youtube,control,English,Spanish,24-30 years,,
a100003209,1/24/2018,Youtube,control,English,Spanish,24-30 years,,
a100003210,1/18/2018,Youtube,control,English,English,30-36 years,,
a100003211,1/25/2018,Youtube,control,English,English,30-36 years,,
a100003212,1/19/2018,LinkedIn,control,English,English,36-45 years,,
a100003213,1/26/2018,Youtube,control,English,English,36-45 years,,
a100003214,1/19/2018,Facebook,control,English,English,45-55 years,,
a100003215,1/27/2018,Youtube,control,English,English,45-55 years,,
a100003216,1/19/2018,Instagram,control,English,English,0-18 years,,
a100003217,1/28/2018,Youtube,control,English,English,0-18 years,,
a100003218,1/19/2018,Instagram,control,English,English,19-24 years,,
a100003219,1/29/2018,Youtube,control,English,English,19-24 years,,
a100003220,1/19/2018,Facebook,control,English,English,24-30 years,,
a100003221,1/30/2018,Youtube,control,English,English,24-30 years,,
a100003222,1/19/2018,Youtube,control,English,English,30-36 years,,
a100003223,1/31/2018,Youtube,control,English,English,30-36 years,,
a100003224,1/19/2018,Youtube,control,English,English,36-45 years,,
a100003225,1/19/2018,Youtube,control,English,English,36-45 years,,
a100003226,1/20/2018,Youtube,control,English,Spanish,45-55 years,,
a100003227,1/20/2018,Youtube,control,English,Spanish,45-55 years,,
a100003228,1/20/2018,LinkedIn,control,English,English,0-18 years,,
a100003229,1/21/2018,Youtube,control,English,English,0-18 years,,
a100003230,1/20/2018,Facebook,control,English,English,19-24 years,,
a100003231,1/22/2018,Youtube,control,English,English,19-24 years,,
